Name,Region,Hoehenlage,Saisonzeit,Land,Piste,Pistenlaenge,Pistenfarbe,Pistenkapazitaet,Unterkunft,UnterkunftTyp,UnterkunftBetten,Schule,SchulSchwerpunkt,SchulZielgruppe
Val d'Isère,Savoie,3456,Winter,Frankreich,Solaise,6.0,rot,129,Mont Blanc Resort,Hotel,170,Snowboard Summit,Snowboard,Profis
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Dave Murray Downhill,3.1,schwarz,68,Pine Ridge Inn,Hotel,80,Summit Riders Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Ptarmigan,4.0,blau,80,Lakeview Lodge,Hotel,120,Alpine Action,Ski,Anfänger
Park City,Utah,3049,Winter,USA,Silver King,4.0,rot,109,Park City Palace,Hotel,180,Snowboarders Paradise,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Olperer,4.0,rot,74,Tirolerhof,Hotel,150,Powder School,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Attelas,3.7,rot,101,Matterhorn Hotel,Hotel,100,Freestyle Factory,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Attelas,3.7,rot,101,Matterhorn Hotel,Hotel,100,Ski Masters,Ski,Profis
Verbier,Wallis,3330,Winter,Schweiz,Attelas,3.7,rot,101,Matterhorn Hotel,Hotel,100,The Ski Lab,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Olperer,4.0,rot,74,Tirolerhof,Hotel,150,The Snowboard Institute,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Attelas,3.7,rot,101,Matterhorn Hotel,Hotel,100,Snow Academy,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Olperer,4.0,rot,74,Tirolerhof,Hotel,150,Riders’ Retreat,Snowboard,Anfänger
Verbier,Wallis,3330,Winter,Schweiz,Attelas,3.7,rot,101,Matterhorn Hotel,Hotel,100,Freestyle Freaks,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Olperer,4.0,rot,74,Tirolerhof,Hotel,150,Summit Ski and Snowboard,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Attelas,3.7,rot,101,Matterhorn Hotel,Hotel,100,Altitude Ski Academy,Ski,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Olperer,4.0,rot,74,Tirolerhof,Hotel,150,Peak Performance Snowboard,Snowboard,Profis
Verbier,Wallis,3330,Winter,Schweiz,Attelas,3.7,rot,101,Matterhorn Hotel,Hotel,100,Snowboard Pros Academy,Snowboard,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Olperer,4.0,rot,74,Tirolerhof,Hotel,150,Rider’s Edge Ski School,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Gobba di Rollin,6.5,blau,148,Matterhorn Hotel,Hotel,100,Freestyle Factory,Snowboard,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Gobba di Rollin,6.5,blau,148,Matterhorn Hotel,Hotel,100,Ski Masters,Ski,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Gobba di Rollin,6.5,blau,148,Matterhorn Hotel,Hotel,100,The Ski Lab,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Gobba di Rollin,6.5,blau,148,Matterhorn Hotel,Hotel,100,Snow Academy,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Gobba di Rollin,6.5,blau,148,Matterhorn Hotel,Hotel,100,Freestyle Freaks,Snowboard,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Gobba di Rollin,6.5,blau,148,Matterhorn Hotel,Hotel,100,Altitude Ski Academy,Ski,Anfänger
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Gobba di Rollin,6.5,blau,148,Matterhorn Hotel,Hotel,100,Snowboard Pros Academy,Snowboard,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Snowy Peak Retreat,Ferienhaus,20,Alpine Action,Ski,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Fir Tree Cabins,Ferienhaus,15,Snowboarders Paradise,Snowboard,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Alpenrose Hotel,Hotel,200,Powder School,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Edelweiss Lodge,Hotel,150,Freestyle Factory,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Snowy Peaks Academy,Ski,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Alpenglow Lodge,Hotel,180,Mountain Shredders,Snowboard,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Edelweiss Lodge,Hotel,150,Ski Masters,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Summit View Hotel,Hotel,80,Snowboard University,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Alpenglow Lodge,Hotel,180,Peak Performance Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Snowline Inn,Gasthaus,25,Alpine Explorers,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Alpine Dreams Hotel,Hotel,140,Skiers’ Dream,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Snowy Peak Retreat,Ferienhaus,20,Winter Riders Academy,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Avalanche Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Snowfall Hotel,Hotel,125,Snowboard Basics,Snowboard,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Trailhead Lodge,Gasthaus,20,Freeride School,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Summit View Hotel,Hotel,80,Chill & Shred,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Edelweiss Lodge,Hotel,150,The Ski Lab,Ski,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Alpenglow Lodge,Hotel,180,ShredMasters,Snowboard,Profis
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Fir Tree Cabins,Ferienhaus,15,Mountainboarders Academy,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Alpenrose Hotel,Hotel,200,The Snowboard Institute,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Snowline Inn,Gasthaus,25,Ski Evolution,Ski,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Snowy Peak Retreat,Ferienhaus,20,Ice Riders,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Trailhead Lodge,Gasthaus,20,Big Air Snowboard,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Snowy Summit Ski School,Ski,Fortgeschrittene
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Alpine Dreams Hotel,Hotel,140,Vertical Riders,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Alpenglow Lodge,Hotel,180,Mountain Mavericks,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Summit View Hotel,Hotel,80,Snowboard Basecamp,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Edelweiss Lodge,Hotel,150,Snow Academy,Ski,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Fir Tree Cabins,Ferienhaus,15,Boarding Legends,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Powder Ridge Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Snowfall Hotel,Hotel,125,Alpine Snow School,Ski,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Alpenrose Hotel,Hotel,200,Riders’ Retreat,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Snowline Inn,Gasthaus,25,Ultimate Ski Experience,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Edelweiss Lodge,Hotel,150,Freestyle Freaks,Snowboard,Profis
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Alpenglow Lodge,Hotel,180,Glacier Shredders,Snowboard,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Trailhead Lodge,Gasthaus,20,Snow Glide Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Mountain Side Ski School,Ski,Profis
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Alpine Dreams Hotel,Hotel,140,Shredzone,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Alpenrose Hotel,Hotel,200,Summit Ski and Snowboard,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Snowy Peak Retreat,Ferienhaus,20,Powder & Peak Ski School,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Alpine Ride Academy,Snowboard,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Summit View Hotel,Hotel,80,Board Walkers,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Snowline Inn,Gasthaus,25,Mountain Magic Ski School,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Trailhead Lodge,Gasthaus,20,Snowboarding Pros,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Alpenglow Lodge,Hotel,180,Snowboard Xtreme,Snowboard,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Edelweiss Lodge,Hotel,150,Altitude Ski Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Mountain Ski and Board,Ski,Fortgeschrittene
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Snowfall Hotel,Hotel,125,Alpine Glide Academy,Snowboard,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Fir Tree Cabins,Ferienhaus,15,Boarding Skills Academy,Snowboard,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Alpenrose Hotel,Hotel,200,Peak Performance Snowboard,Snowboard,Profis
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Snowline Inn,Gasthaus,25,Ski Peak Academy,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Alpine Dreams Hotel,Hotel,140,Alpine Snow Riders,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Summit View Hotel,Hotel,80,Riders Edge Snowboard School,Snowboard,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Alpenglow Lodge,Hotel,180,Peak Shred Academy,Snowboard,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Mountain Stars Ski School,Ski,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Edelweiss Lodge,Hotel,150,Snowboard Pros Academy,Snowboard,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Fir Tree Cabins,Ferienhaus,15,Ski Bound Academy,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Summit View Hotel,Hotel,80,Winter Warriors Snowboard,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Snowline Inn,Gasthaus,25,Ski Vision Academy,Ski,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Alpenrose Hotel,Hotel,200,Rider’s Edge Ski School,Ski,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Glacier Hotel,Hotel,130,Snowboard Summit,Snowboard,Profis
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Snowy Peak Retreat,Ferienhaus,20,Summit Riders Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Snowline Inn,Gasthaus,25,Alpine Action,Ski,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Trailhead Lodge,Gasthaus,20,Snowboarders Paradise,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Alpenrose Hotel,Hotel,200,Powder School,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Edelweiss Lodge,Hotel,150,Freestyle Factory,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Edelweiss Lodge,Hotel,150,Ski Masters,Ski,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Edelweiss Lodge,Hotel,150,The Ski Lab,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Alpenrose Hotel,Hotel,200,The Snowboard Institute,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Edelweiss Lodge,Hotel,150,Snow Academy,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Alpenrose Hotel,Hotel,200,Riders’ Retreat,Snowboard,Anfänger
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Edelweiss Lodge,Hotel,150,Freestyle Freaks,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Alpenrose Hotel,Hotel,200,Summit Ski and Snowboard,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Edelweiss Lodge,Hotel,150,Altitude Ski Academy,Ski,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Alpenrose Hotel,Hotel,200,Peak Performance Snowboard,Snowboard,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Edelweiss Lodge,Hotel,150,Snowboard Pros Academy,Snowboard,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Alpenrose Hotel,Hotel,200,Rider’s Edge Ski School,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Edelweiss Lodge,Hotel,150,Freestyle Factory,Snowboard,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Edelweiss Lodge,Hotel,150,Ski Masters,Ski,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Edelweiss Lodge,Hotel,150,The Ski Lab,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Edelweiss Lodge,Hotel,150,Snow Academy,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Edelweiss Lodge,Hotel,150,Freestyle Freaks,Snowboard,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Edelweiss Lodge,Hotel,150,Altitude Ski Academy,Ski,Anfänger
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Edelweiss Lodge,Hotel,150,Snowboard Pros Academy,Snowboard,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Mountain View Cabins,Chalet,30,Alpine Action,Ski,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Ski View Inn,Hotel,150,Snowboarders Paradise,Snowboard,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Kaiserblick,Gasthaus,25,Powder School,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Snow Haven Inn,Gasthaus,20,Freestyle Factory,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Snowy Peaks Academy,Ski,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Eagle Nest Inn,Gasthaus,30,Mountain Shredders,Snowboard,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Snow Haven Inn,Gasthaus,20,Ski Masters,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Kiwi Snow Inn,Gasthaus,15,Snowboard University,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Eagle Nest Inn,Gasthaus,30,Peak Performance Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Glacier Lodge,Hotel,150,Alpine Explorers,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,La Baita,Gasthaus,20,Skiers’ Dream,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Mountain View Cabins,Chalet,30,Winter Riders Academy,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Avalanche Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Shirokuma Inn,Gasthaus,18,Snowboard Basics,Snowboard,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Sundance Inn,Hotel,95,Freeride School,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Kiwi Snow Inn,Gasthaus,15,Chill & Shred,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Snow Haven Inn,Gasthaus,20,The Ski Lab,Ski,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Eagle Nest Inn,Gasthaus,30,ShredMasters,Snowboard,Profis
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Ski View Inn,Hotel,150,Mountainboarders Academy,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Kaiserblick,Gasthaus,25,The Snowboard Institute,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Glacier Lodge,Hotel,150,Ski Evolution,Ski,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Mountain View Cabins,Chalet,30,Ice Riders,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Sundance Inn,Hotel,95,Big Air Snowboard,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Snowy Summit Ski School,Ski,Fortgeschrittene
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,La Baita,Gasthaus,20,Vertical Riders,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Eagle Nest Inn,Gasthaus,30,Mountain Mavericks,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Kiwi Snow Inn,Gasthaus,15,Snowboard Basecamp,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Snow Haven Inn,Gasthaus,20,Snow Academy,Ski,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Ski View Inn,Hotel,150,Boarding Legends,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Powder Ridge Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Shirokuma Inn,Gasthaus,18,Alpine Snow School,Ski,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Kaiserblick,Gasthaus,25,Riders’ Retreat,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Glacier Lodge,Hotel,150,Ultimate Ski Experience,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Snow Haven Inn,Gasthaus,20,Freestyle Freaks,Snowboard,Profis
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Eagle Nest Inn,Gasthaus,30,Glacier Shredders,Snowboard,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Sundance Inn,Hotel,95,Snow Glide Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Mountain Side Ski School,Ski,Profis
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,La Baita,Gasthaus,20,Shredzone,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Kaiserblick,Gasthaus,25,Summit Ski and Snowboard,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Mountain View Cabins,Chalet,30,Powder & Peak Ski School,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Alpine Ride Academy,Snowboard,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Kiwi Snow Inn,Gasthaus,15,Board Walkers,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Glacier Lodge,Hotel,150,Mountain Magic Ski School,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Sundance Inn,Hotel,95,Snowboarding Pros,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Eagle Nest Inn,Gasthaus,30,Snowboard Xtreme,Snowboard,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Snow Haven Inn,Gasthaus,20,Altitude Ski Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Mountain Ski and Board,Ski,Fortgeschrittene
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Shirokuma Inn,Gasthaus,18,Alpine Glide Academy,Snowboard,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Ski View Inn,Hotel,150,Boarding Skills Academy,Snowboard,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Kaiserblick,Gasthaus,25,Peak Performance Snowboard,Snowboard,Profis
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Glacier Lodge,Hotel,150,Ski Peak Academy,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,La Baita,Gasthaus,20,Alpine Snow Riders,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Kiwi Snow Inn,Gasthaus,15,Riders Edge Snowboard School,Snowboard,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Eagle Nest Inn,Gasthaus,30,Peak Shred Academy,Snowboard,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Mountain Stars Ski School,Ski,Profis
